Order ID,Order Date,Customer ID,Region,Category,Product Name,Quantity,Unit Price,Amount
ORD-00662,2025-10-15,C0028,Osaka,Office Supplies,Copy Paper,6,12406,74436
ORD-00663,2025-08-21,C0243,Nagoya,Furniture,Bookshelf,10,20159,171351
ORD-00664,2025-08-20,C0175,Nagoya,Electronics,Keyboard,4,571,1941
ORD-00665,2025-11-21,C0055,Tokyo,Furniture,Bookshelf,9,12751,143448
ORD-00666,2025-03-26,C0131,Sapporo,Software,Security Tool,7,4004,35035
ORD-00667,2025-04-11,C0235,Osaka,Office Supplies,Notebook,7,7564,66185
ORD-00668,2025-06-23,C0064,Fukuoka,Electronics,Webcam,1,21250,21250
ORD-00669,2025-08-23,C0003,Sapporo,Books,Design Book,3,16845,42954
ORD-00670,2025-01-25,C0261,Osaka,Books,Programming Book,10,16324,163240
ORD-00671,2025-12-21,C0199,Sapporo,Books,Business Book,3,3893,14598
ORD-00672,2025-11-07,C0128,Nagoya,Furniture,Bookshelf,7,14218,124407
ORD-00673,2025-07-23,C0069,Osaka,Furniture,Office Chair,8,26871,182722
ORD-00674,2025-07-31,C0281,Nagoya,Books,Design Book,9,10294,78749
ORD-00675,2025-12-31,C0108,Sapporo,Books,Design Book,4,7082,35410
ORD-00676,2025-05-29,C0092,Sapporo,Furniture,Bookshelf,3,23778,71334
ORD-00677,2025-10-05,C0181,Sapporo,Furniture,Bookshelf,2,25429,50858
ORD-00678,2025-09-03,C0274,Nagoya,Books,Design Book,7,22593,158151
ORD-00679,2025-08-05,C0075,Tokyo,Electronics,Keyboard,1,12980,11033
ORD-00680,2025-12-10,C0083,Nagoya,Electronics,Mouse,5,25082,156762
ORD-00681,2025-12-16,C0152,Osaka,Furniture,Desk,1,23129,28911
ORD-00682,2025-10-05,C0288,Osaka,Electronics,Monitor,8,3858,30864
ORD-00683,2025-11-28,C0148,Tokyo,Books,Programming Book,4,17241,86205
ORD-00684,2025-07-15,C0028,Tokyo,Software,Accounting App,6,18592,94819
ORD-00685,2025-05-09,C0189,Sapporo,Office Supplies,Copy Paper,4,21267,85068
ORD-00686,2025-10-07,C0230,Osaka,Books,Business Book,4,10139,40556
ORD-00687,2025-12-16,C0264,Tokyo,Electronics,Mouse,3,24587,92201
ORD-00688,2025-07-13,C0136,Osaka,Electronics,Webcam,5,18738,79636
ORD-00689,2025-03-24,C0239,Osaka,Books,Programming Book,1,11331,14163
ORD-00690,2025-01-21,C0155,Fukuoka,Office Supplies,File Folder,10,2166,21660
ORD-00691,2025-10-21,C0163,Sapporo,Books,Programming Book,2,26191,52382
ORD-00692,2025-04-23,C0213,Sapporo,Office Supplies,Notebook,9,5722,64372
ORD-00693,2025-10-02,C0110,Nagoya,Software,Security Tool,6,7748,46488
ORD-00694,2025-06-19,C0272,Fukuoka,Furniture,Office Chair,4,25163,100652
ORD-00695,2025-10-15,C0124,Sapporo,Electronics,Keyboard,6,15103,90618
ORD-00696,2025-11-15,C0059,Fukuoka,Office Supplies,Notebook,6,12996,97470
ORD-00697,2025-05-12,C0265,Nagoya,Books,Design Book,5,1309,6545
ORD-00698,2025-09-21,C0152,Osaka,Books,Programming Book,8,1936,15488
ORD-00699,2025-06-14,C0276,Sapporo,Books,Business Book,2,5985,11970
ORD-00700,2025-01-04,C0218,Tokyo,Electronics,Mouse,4,28842,115368
ORD-00701,2025-04-16,C0037,Osaka,Books,Design Book,7,21686,189752
ORD-00702,2025-01-13,C0045,Tokyo,Software,Design Tool,6,1741,10446
ORD-00703,2025-01-28,C0295,Osaka,Office Supplies,File Folder,9,2808,25272
ORD-00704,2025-05-13,C0208,Fukuoka,Software,Accounting App,8,21150,169200
ORD-00705,2025-06-11,C0004,Sapporo,Electronics,Webcam,2,18025,36050
ORD-00706,2025-02-02,C0258,Tokyo,Books,Business Book,2,12221,24442
ORD-00707,2025-05-29,C0225,Fukuoka,Furniture,Bookshelf,2,9724,19448
ORD-00708,2025-07-22,C0113,Osaka,Electronics,Webcam,3,17980,45849
ORD-00709,2025-07-20,C0192,Tokyo,Books,Programming Book,3,10266,26178
ORD-00710,2025-10-11,C0003,Sapporo,Books,Business Book,2,1868,3736
ORD-00711,2025-11-02,C0157,Osaka,Software,Design Tool,9,3289,37001
ORD-00712,2025-06-26,C0083,Osaka,Office Supplies,Copy Paper,9,5167,46503
ORD-00713,2025-04-24,C0093,Sapporo,Books,Programming Book,4,4255,21275
ORD-00714,2025-01-28,C0149,Tokyo,Books,Programming Book,9,2896,26064
ORD-00715,2025-05-09,C0170,Nagoya,Electronics,Mouse,10,16464,164640
ORD-00716,2025-03-07,C0036,Osaka,Office Supplies,Notebook,5,20800,130000
ORD-00717,2025-06-12,C0157,Sapporo,Software,Accounting App,6,20696,124176
ORD-00718,2025-03-20,C0162,Fukuoka,Books,Design Book,6,26966,202245
ORD-00719,2025-03-28,C0114,Fukuoka,Electronics,Monitor,4,26244,131220
ORD-00720,2025-05-22,C0246,Fukuoka,Furniture,Desk,6,29266,175596
ORD-00721,2025-08-17,C0056,Osaka,Furniture,Office Chair,8,18577,126323
ORD-00722,2025-11-27,C0072,Sapporo,Books,Business Book,5,28638,178987
ORD-00723,2025-04-11,C0039,Tokyo,Furniture,Bookshelf,2,24336,60840
ORD-00724,2025-09-17,C0019,Sapporo,Electronics,Webcam,10,7471,74710
ORD-00725,2025-05-14,C0077,Nagoya,Books,Design Book,8,21927,175416
ORD-00726,2025-07-20,C0257,Sapporo,Office Supplies,File Folder,3,15727,40103
ORD-00727,2025-02-16,C0123,Sapporo,Software,Accounting App,9,847,7623
ORD-00728,2025-12-17,C0092,Sapporo,Office Supplies,Pen Set,8,5717,57170
ORD-00729,2025-10-17,C0113,Fukuoka,Office Supplies,Copy Paper,6,1824,10944
ORD-00730,2025-04-29,C0022,Osaka,Electronics,Monitor,6,8168,61260
ORD-00731,2025-09-23,C0024,Tokyo,Furniture,Office Chair,8,15397,123176
ORD-00732,2025-11-29,C0141,Nagoya,Furniture,Desk,9,21260,239175
ORD-00733,2025-10-24,C0194,Nagoya,Books,Design Book,3,12842,38526
ORD-00734,2025-10-28,C0265,Fukuoka,Electronics,Monitor,7,7803,54621
ORD-00735,2025-06-30,C0004,Sapporo,Furniture,Office Chair,8,29570,236560
ORD-00736,2025-03-13,C0264,Nagoya,Software,Security Tool,4,3026,15130
ORD-00737,2025-04-19,C0061,Osaka,Office Supplies,Pen Set,3,12369,46383
ORD-00738,2025-08-01,C0246,Fukuoka,Furniture,Bookshelf,2,16278,27672
ORD-00739,2025-04-18,C0125,Tokyo,Books,Business Book,7,1235,10806
ORD-00740,2025-03-07,C0263,Tokyo,Books,Design Book,3,4914,18427
ORD-00741,2025-10-21,C0093,Sapporo,Office Supplies,Notebook,3,8962,26886
ORD-00742,2025-07-27,C0146,Tokyo,Books,Design Book,1,29286,24893
ORD-00743,2025-04-21,C0247,Osaka,Software,Design Tool,8,28919,289190
ORD-00744,2025-04-23,C0299,Osaka,Software,Design Tool,3,26537,99513
ORD-00745,2025-11-16,C0176,Fukuoka,Books,Programming Book,3,24230,90862
ORD-00746,2025-11-02,C0198,Osaka,Books,Business Book,4,12893,64465
ORD-00747,2025-02-25,C0259,Fukuoka,Electronics,Mouse,9,28667,258003
ORD-00748,2025-03-18,C0020,Sapporo,Books,Business Book,3,16093,60348
ORD-00749,2025-09-15,C0067,Sapporo,Electronics,Keyboard,8,22106,176848
ORD-00750,2025-10-04,C0190,Tokyo,Electronics,Webcam,9,14284,128556
ORD-00751,2025-12-24,C0247,Fukuoka,Books,Programming Book,4,26789,133945
ORD-00752,2025-06-29,C0218,Osaka,Books,Design Book,10,3701,37010
ORD-00753,2025-05-11,C0279,Fukuoka,Software,Security Tool,2,9782,19564
ORD-00754,2025-05-12,C0268,Tokyo,Office Supplies,Notebook,1,19439,19439
ORD-00755,2025-09-24,C0162,Fukuoka,Electronics,Webcam,4,23036,92144
ORD-00756,2025-07-05,C0300,Nagoya,Electronics,Mouse,7,21850,130007
ORD-00757,2025-05-14,C0142,Fukuoka,Books,Programming Book,10,12481,124810
ORD-00758,2025-04-15,C0092,Nagoya,Software,Design Tool,9,16309,183476
ORD-00759,2025-10-14,C0296,Nagoya,Books,Programming Book,5,10548,52740
ORD-00760,2025-12-28,C0061,Osaka,Software,Design Tool,3,28516,106935
ORD-00761,2025-08-17,C0206,Nagoya,Office Supplies,Notebook,4,17157,58333
ORD-00762,2025-10-09,C0200,Tokyo,Books,Design Book,1,5767,5767
ORD-00763,2025-02-16,C0046,Tokyo,Office Supplies,Copy Paper,10,14766,147660
ORD-00764,2025-05-15,C0020,Fukuoka,Office Supplies,File Folder,2,20456,40912
ORD-00765,2025-07-25,C0030,Osaka,Books,Design Book,9,9887,75635
ORD-00766,2025-11-24,C0266,Nagoya,Software,Accounting App,1,7109,8886
ORD-00767,2025-04-10,C0019,Nagoya,Electronics,Mouse,10,6053,75662
ORD-00768,2025-05-03,C0205,Nagoya,Electronics,Mouse,2,9541,19082
ORD-00769,2025-12-09,C0266,Tokyo,Software,Accounting App,10,7063,88287
ORD-00770,2025-12-27,C0287,Sapporo,Electronics,Keyboard,9,9822,110497
ORD-00771,2025-06-28,C0100,Fukuoka,Furniture,Office Chair,4,20369,81476
ORD-00772,2025-07-26,C0209,Sapporo,Books,Business Book,5,6235,26498
ORD-00773,2025-02-24,C0175,Tokyo,Books,Business Book,9,10142,91278
ORD-00774,2025-09-20,C0227,Fukuoka,Furniture,Bookshelf,10,8696,86960
ORD-00775,2025-10-16,C0235,Fukuoka,Software,Security Tool,6,25914,155484
ORD-00776,2025-10-28,C0035,Fukuoka,Electronics,Webcam,2,8948,17896
ORD-00777,2025-11-21,C0181,Sapporo,Office Supplies,Pen Set,6,14014,105105
ORD-00778,2025-10-02,C0048,Fukuoka,Electronics,Monitor,4,9913,39652
ORD-00779,2025-12-11,C0244,Nagoya,Furniture,Desk,9,6348,71415
ORD-00780,2025-07-01,C0098,Fukuoka,Office Supplies,File Folder,3,24950,63622
ORD-00781,2025-04-13,C0118,Osaka,Office Supplies,Pen Set,5,7275,45468
ORD-00782,2025-05-08,C0055,Tokyo,Books,Programming Book,3,26024,78072
ORD-00783,2025-02-10,C0278,Tokyo,Software,Design Tool,1,25542,25542
ORD-00784,2025-09-04,C0295,Nagoya,Furniture,Bookshelf,6,16633,99798
ORD-00785,2025-09-09,C0296,Osaka,Office Supplies,File Folder,7,7777,54439
ORD-00786,2025-01-28,C0017,Sapporo,Books,Programming Book,8,18219,145752
ORD-00787,2025-06-27,C0062,Sapporo,Software,Design Tool,3,15481,46443
ORD-00788,2025-08-24,C0108,Fukuoka,Furniture,Bookshelf,1,887,753
ORD-00789,2025-10-25,C0133,Osaka,Electronics,Monitor,6,20579,123474
ORD-00790,2025-10-08,C0176,Nagoya,Furniture,Desk,5,15945,79725
ORD-00791,2025-04-05,C0191,Nagoya,Software,Accounting App,4,14232,71160
ORD-00792,2025-07-25,C0068,Sapporo,Furniture,Office Chair,3,19223,49018
ORD-00793,2025-12-18,C0121,Sapporo,Office Supplies,Notebook,5,26848,167800
ORD-00794,2025-08-10,C0077,Fukuoka,Software,Security Tool,3,26715,68123
ORD-00795,2025-01-05,C0265,Sapporo,Office Supplies,Copy Paper,8,4906,39248
ORD-00796,2025-06-11,C0291,Tokyo,Software,Accounting App,5,18920,94600
ORD-00797,2025-07-23,C0131,Fukuoka,Electronics,Mouse,1,7560,6426
ORD-00798,2025-11-19,C0185,Nagoya,Electronics,Webcam,6,9012,67590
ORD-00799,2025-10-14,C0211,Tokyo,Books,Programming Book,6,1149,6894
ORD-00800,2025-06-29,C0276,Osaka,Books,Business Book,10,19370,193700
ORD-00801,2025-05-26,C0229,Tokyo,Furniture,Office Chair,9,16474,148266
ORD-00802,2025-07-15,C0075,Osaka,Books,Programming Book,8,21199,144153
ORD-00803,2025-11-24,C0208,Tokyo,Furniture,Office Chair,10,19231,240387
ORD-00804,2025-02-10,C0163,Nagoya,Office Supplies,File Folder,4,10772,43088
ORD-00805,2025-12-30,C0228,Nagoya,Furniture,Bookshelf,7,9388,82145
ORD-00806,2025-10-28,C0095,Tokyo,Books,Programming Book,7,5982,41874
ORD-00807,2025-03-06,C0086,Fukuoka,Office Supplies,File Folder,2,7400,18500
ORD-00808,2025-02-22,C0028,Tokyo,Electronics,Keyboard,8,18471,147768
ORD-00809,2025-07-23,C0080,Tokyo,Books,Business Book,2,9100,15470
ORD-00810,2025-12-02,C0146,Fukuoka,Software,Accounting App,4,8606,43030
ORD-00811,2025-11-17,C0088,Tokyo,Office Supplies,Pen Set,9,27976,314730
ORD-00812,2025-01-18,C0277,Nagoya,Furniture,Office Chair,8,15808,126464
ORD-00813,2025-10-08,C0234,Sapporo,Software,Security Tool,9,6301,56709
ORD-00814,2025-08-11,C0178,Fukuoka,Books,Design Book,9,10646,81441
ORD-00815,2025-10-04,C0188,Fukuoka,Office Supplies,Notebook,8,10588,84704
ORD-00816,2025-05-14,C0268,Osaka,Office Supplies,File Folder,1,503,503
ORD-00817,2025-06-26,C0252,Fukuoka,Furniture,Office Chair,9,772,6948
ORD-00818,2025-06-03,C0119,Tokyo,Electronics,Webcam,5,20062,100310
ORD-00819,2025-10-08,C0288,Fukuoka,Furniture,Desk,7,29406,205842
ORD-00820,2025-07-22,C0194,Osaka,Office Supplies,Pen Set,7,27645,164487
ORD-00821,2025-05-15,C0140,Nagoya,Electronics,Webcam,4,17428,69712
ORD-00822,2025-11-29,C0036,Osaka,Books,Programming Book,7,6660,58275
ORD-00823,2025-03-11,C0232,Nagoya,Furniture,Desk,8,20741,207410
ORD-00824,2025-12-25,C0010,Osaka,Books,Programming Book,4,11006,55030
ORD-00825,2025-01-26,C0145,Nagoya,Books,Business Book,3,3851,11553
ORD-00826,2025-03-06,C0047,Osaka,Software,Design Tool,1,8128,10160
ORD-00827,2025-01-08,C0160,Fukuoka,Software,Security Tool,6,14270,85620
ORD-00828,2025-07-10,C0042,Osaka,Software,Design Tool,1,11321,9622
ORD-00829,2025-01-29,C0241,Osaka,Furniture,Office Chair,2,18299,36598
ORD-00830,2025-04-09,C0128,Fukuoka,Furniture,Office Chair,1,4496,5620
ORD-00831,2025-08-15,C0049,Sapporo,Office Supplies,Notebook,4,15600,53040
ORD-00832,2025-12-07,C0160,Nagoya,Office Supplies,Copy Paper,7,22829,199753
ORD-00833,2025-03-23,C0153,Osaka,Electronics,Keyboard,5,16268,101675
ORD-00834,2025-07-04,C0223,Nagoya,Electronics,Mouse,2,8232,13994
ORD-00835,2025-01-08,C0203,Osaka,Office Supplies,File Folder,10,4420,44200
ORD-00836,2025-01-05,C0191,Tokyo,Electronics,Webcam,10,5578,55780
ORD-00837,2025-05-08,C0174,Tokyo,Office Supplies,Copy Paper,2,22977,45954
ORD-00838,2025-01-31,C0275,Tokyo,Furniture,Bookshelf,3,23481,70443
ORD-00839,2025-03-06,C0178,Fukuoka,Software,Security Tool,6,18796,140970
ORD-00840,2025-04-09,C0069,Nagoya,Electronics,Webcam,6,24237,181777
ORD-00841,2025-01-21,C0151,Sapporo,Software,Design Tool,8,18818,150544
ORD-00842,2025-12-23,C0279,Nagoya,Software,Security Tool,10,6615,82687
ORD-00843,2025-06-15,C0284,Osaka,Software,Accounting App,10,28698,286980
ORD-00844,2025-02-05,C0135,Sapporo,Books,Business Book,8,10188,81504
ORD-00845,2025-07-07,C0095,Tokyo,Software,Security Tool,9,12920,98838
ORD-00846,2025-11-14,C0033,Sapporo,Furniture,Bookshelf,4,11008,55040
ORD-00847,2025-07-18,C0145,Nagoya,Office Supplies,Copy Paper,9,5550,42457
ORD-00848,2025-07-29,C0035,Tokyo,Furniture,Desk,2,17644,29994
ORD-00849,2025-03-08,C0249,Osaka,Office Supplies,Notebook,4,4007,20035
ORD-00850,2025-02-20,C0132,Tokyo,Electronics,Webcam,8,17730,141840
ORD-00851,2025-07-07,C0252,Tokyo,Office Supplies,Notebook,1,7339,6238
ORD-00852,2025-08-28,C0213,Nagoya,Electronics,Monitor,9,24862,190194
ORD-00853,2025-12-29,C0037,Nagoya,Electronics,Monitor,9,1832,20610
ORD-00854,2025-02-09,C0119,Sapporo,Office Supplies,Notebook,2,24262,48524
ORD-00855,2025-07-17,C0128,Sapporo,Office Supplies,Pen Set,9,22024,168483
ORD-00856,2025-11-17,C0296,Nagoya,Office Supplies,Copy Paper,2,25609,64022
ORD-00857,2025-12-12,C0054,Osaka,Software,Design Tool,7,29428,257495
ORD-00858,2025-04-03,C0081,Sapporo,Books,Programming Book,9,11559,130038
ORD-00859,2025-11-04,C0167,Nagoya,Software,Accounting App,6,18525,138937
ORD-00860,2025-07-31,C0124,Sapporo,Software,Design Tool,6,20436,104223
ORD-00861,2025-10-07,C0131,Nagoya,Office Supplies,Copy Paper,9,24898,224082
ORD-00862,2025-08-20,C0018,Nagoya,Software,Accounting App,1,24299,20654
ORD-00863,2025-11-02,C0154,Osaka,Electronics,Mouse,5,715,4468
ORD-00864,2025-04-20,C0262,Sapporo,Furniture,Desk,5,18642,116512
ORD-00865,2025-10-20,C0236,Nagoya,Books,Business Book,2,1736,3472
ORD-00866,2025-03-21,C0299,Osaka,Office Supplies,File Folder,6,29651,222382
ORD-00867,2025-04-30,C0205,Sapporo,Furniture,Office Chair,2,19193,47982
ORD-00868,2025-04-22,C0250,Sapporo,Electronics,Monitor,8,6165,61650
ORD-00869,2025-02-18,C0296,Fukuoka,Books,Design Book,5,1724,8620
ORD-00870,2025-02-10,C0223,Fukuoka,Electronics,Monitor,6,29329,175974
ORD-00871,2025-03-03,C0157,Sapporo,Office Supplies,Notebook,7,2273,19888
ORD-00872,2025-01-22,C0168,Sapporo,Furniture,Bookshelf,10,5401,54010
ORD-00873,2025-12-24,C0202,Fukuoka,Office Supplies,Pen Set,1,22573,28216
ORD-00874,2025-11-01,C0222,Nagoya,Books,Design Book,2,7777,19442
ORD-00875,2025-07-21,C0244,Sapporo,Office Supplies,Pen Set,6,3204,16340
ORD-00876,2025-01-26,C0205,Sapporo,Books,Programming Book,5,3287,16435
ORD-00877,2025-08-11,C0102,Fukuoka,Office Supplies,Pen Set,8,18827,128023
ORD-00878,2025-07-22,C0269,Osaka,Books,Business Book,9,20684,158232
ORD-00879,2025-05-05,C0295,Tokyo,Electronics,Monitor,7,11097,77679
ORD-00880,2025-02-27,C0098,Nagoya,Software,Accounting App,6,11913,71478
ORD-00881,2025-06-26,C0157,Osaka,Books,Design Book,1,25720,25720
ORD-00882,2025-06-29,C0226,Tokyo,Books,Programming Book,10,5278,52780
ORD-00883,2025-04-30,C0044,Tokyo,Office Supplies,File Folder,3,25329,94983
ORD-00884,2025-01-28,C0176,Tokyo,Office Supplies,Pen Set,5,950,4750
ORD-00885,2025-06-06,C0108,Sapporo,Software,Accounting App,1,11374,11374
ORD-00886,2025-04-19,C0073,Tokyo,Office Supplies,File Folder,9,16327,183678
ORD-00887,2025-07-12,C0131,Osaka,Books,Design Book,9,1924,14718
ORD-00888,2025-01-31,C0028,Fukuoka,Furniture,Desk,10,9389,93890
ORD-00889,2025-12-02,C0139,Nagoya,Electronics,Keyboard,7,22139,193716
ORD-00890,2025-02-25,C0195,Sapporo,Electronics,Monitor,7,8074,56518
ORD-00891,2025-12-30,C0273,Tokyo,Electronics,Monitor,8,28902,289020
ORD-00892,2025-04-06,C0012,Tokyo,Office Supplies,Copy Paper,9,23846,268267
ORD-00893,2025-05-07,C0202,Osaka,Books,Programming Book,6,16554,99324
ORD-00894,2025-01-10,C0155,Osaka,Furniture,Bookshelf,6,12145,72870
ORD-00895,2025-09-14,C0199,Tokyo,Furniture,Desk,5,29292,146460
ORD-00896,2025-10-12,C0202,Osaka,Furniture,Desk,3,11699,35097
ORD-00897,2025-02-14,C0117,Fukuoka,Software,Design Tool,10,29096,290960
ORD-00898,2025-05-04,C0169,Fukuoka,Books,Business Book,7,10736,75152
ORD-00899,2025-10-05,C0278,Osaka,Office Supplies,Pen Set,3,19539,58617
ORD-00900,2025-03-12,C0221,Osaka,Furniture,Bookshelf,9,4931,55473
ORD-00901,2025-12-02,C0286,Sapporo,Books,Business Book,6,2722,20415
ORD-00902,2025-03-02,C0016,Nagoya,Office Supplies,File Folder,3,24324,91215
ORD-00903,2025-07-31,C0141,Osaka,Software,Accounting App,8,24932,169537
ORD-00904,2025-04-07,C0137,Sapporo,Electronics,Mouse,3,1358,5092
ORD-00905,2025-10-18,C0119,Tokyo,Books,Business Book,10,8108,81080
ORD-00906,2025-07-03,C0241,Nagoya,Electronics,Webcam,3,16960,43248
ORD-00907,2025-04-05,C0084,Osaka,Software,Accounting App,8,5006,50060
ORD-00908,2025-04-26,C0212,Osaka,Electronics,Webcam,1,9342,11677
ORD-00909,2025-12-10,C0225,Sapporo,Office Supplies,Pen Set,2,6302,15755
ORD-00910,2025-09-08,C0208,Tokyo,Furniture,Office Chair,4,14510,58040
ORD-00911,2025-11-08,C0293,Sapporo,Software,Design Tool,6,13415,100612
ORD-00912,2025-10-02,C0056,Fukuoka,Books,Design Book,1,17560,17560
ORD-00913,2025-08-22,C0203,Tokyo,Electronics,Mouse,9,18124,138648
ORD-00914,2025-10-13,C0150,Fukuoka,Software,Design Tool,1,6721,6721
ORD-00915,2025-07-23,C0217,Nagoya,Furniture,Office Chair,8,5955,40494
ORD-00916,2025-11-10,C0232,Tokyo,Electronics,Mouse,8,27693,276930
ORD-00917,2025-09-14,C0280,Osaka,Electronics,Mouse,10,29805,298050
ORD-00918,2025-07-21,C0092,Fukuoka,Software,Accounting App,8,1316,8948
ORD-00919,2025-10-30,C0166,Osaka,Office Supplies,Copy Paper,2,8694,17388
ORD-00920,2025-03-05,C0186,Tokyo,Electronics,Keyboard,8,21277,212770
ORD-00921,2025-09-26,C0082,Fukuoka,Software,Design Tool,9,20556,185004
ORD-00922,2025-10-09,C0290,Osaka,Software,Security Tool,3,11483,34449
ORD-00923,2025-03-25,C0158,Nagoya,Office Supplies,Pen Set,1,14248,17810
ORD-00924,2025-08-17,C0068,Osaka,Furniture,Bookshelf,3,4352,11097
ORD-00925,2025-01-02,C0255,Fukuoka,Books,Programming Book,1,15528,15528
ORD-00926,2025-10-06,C0244,Fukuoka,Electronics,Webcam,4,7606,30424
ORD-00927,2025-07-29,C0004,Osaka,Software,Security Tool,10,20164,171394
ORD-00928,2025-10-08,C0107,Tokyo,Furniture,Bookshelf,9,27373,246357
ORD-00929,2025-04-05,C0075,Tokyo,Office Supplies,Notebook,6,1703,12772
ORD-00930,2025-12-08,C0045,Tokyo,Books,Design Book,5,11349,70931
ORD-00931,2025-02-25,C0146,Sapporo,Software,Security Tool,3,22523,67569
ORD-00932,2025-12-05,C0234,Sapporo,Books,Design Book,9,6313,71021
ORD-00933,2025-07-04,C0189,Fukuoka,Electronics,Keyboard,5,11078,47081
ORD-00934,2025-02-04,C0242,Osaka,Software,Design Tool,2,10095,20190
ORD-00935,2025-03-04,C0269,Osaka,Furniture,Office Chair,9,14058,158152
ORD-00936,2025-12-23,C0271,Tokyo,Office Supplies,Notebook,2,19222,48055
ORD-00937,2025-09-05,C0163,Nagoya,Books,Design Book,5,14493,72465
ORD-00938,2025-09-27,C0289,Fukuoka,Books,Design Book,6,4750,28500
ORD-00939,2025-09-24,C0120,Nagoya,Software,Accounting App,3,29455,88365
ORD-00940,2025-04-10,C0061,Osaka,Electronics,Keyboard,1,15733,19666
ORD-00941,2025-11-12,C0180,Sapporo,Software,Accounting App,1,11437,14296
ORD-00942,2025-11-23,C0145,Nagoya,Office Supplies,Notebook,4,23110,115550
ORD-00943,2025-02-04,C0166,Tokyo,Furniture,Office Chair,9,18522,166698
ORD-00944,2025-02-28,C0292,Sapporo,Furniture,Office Chair,7,24237,169659
ORD-00945,2025-01-15,C0174,Fukuoka,Office Supplies,Pen Set,6,27822,166932
ORD-00946,2025-08-31,C0236,Sapporo,Electronics,Mouse,8,5591,38018
ORD-00947,2025-06-21,C0267,Nagoya,Software,Accounting App,1,27864,27864
ORD-00948,2025-10-17,C0107,Sapporo,Furniture,Bookshelf,9,1113,10017
ORD-00949,2025-12-17,C0144,Tokyo,Furniture,Office Chair,2,5392,13480
ORD-00950,2025-06-23,C0085,Sapporo,Software,Design Tool,9,28103,252927
ORD-00951,2025-11-07,C0158,Nagoya,Software,Security Tool,10,4328,54100
ORD-00952,2025-12-30,C0255,Osaka,Electronics,Monitor,7,3344,29260
ORD-00953,2025-07-10,C0155,Osaka,Software,Accounting App,4,17706,60200
ORD-00954,2025-02-27,C0228,Sapporo,Furniture,Desk,4,3534,14136
ORD-00955,2025-01-13,C0175,Fukuoka,Software,Design Tool,3,6732,20196
ORD-00956,2025-09-26,C0051,Sapporo,Furniture,Office Chair,3,25714,77142
ORD-00957,2025-12-13,C0199,Sapporo,Office Supplies,Pen Set,1,15552,19440
ORD-00958,2025-03-01,C0045,Nagoya,Electronics,Monitor,1,23013,28766
ORD-00959,2025-08-28,C0160,Tokyo,Electronics,Keyboard,9,25606,195885
ORD-00960,2025-10-23,C0103,Osaka,Furniture,Bookshelf,4,11014,44056
ORD-00961,2025-05-27,C0226,Tokyo,Furniture,Bookshelf,6,25822,154932
ORD-00962,2025-05-20,C0008,Sapporo,Office Supplies,Pen Set,5,4250,21250
ORD-00963,2025-10-14,C0180,Sapporo,Books,Business Book,4,18277,73108
ORD-00964,2025-06-13,C0126,Osaka,Furniture,Desk,5,19311,96555
ORD-00965,2025-02-06,C0228,Tokyo,Furniture,Bookshelf,6,18213,109278
ORD-00966,2025-03-08,C0197,Tokyo,Electronics,Webcam,1,3971,4963
ORD-00967,2025-02-14,C0229,Sapporo,Software,Accounting App,3,23590,70770
ORD-00968,2025-07-02,C0274,Tokyo,Furniture,Office Chair,4,23860,81124
ORD-00969,2025-08-27,C0240,Tokyo,Books,Business Book,2,27135,46129
ORD-00970,2025-08-22,C0119,Osaka,Furniture,Bookshelf,8,15918,108242
ORD-00971,2025-03-15,C0094,Nagoya,Books,Programming Book,6,13347,100102
ORD-00972,2025-06-16,C0244,Tokyo,Software,Accounting App,1,2641,2641
ORD-00973,2025-06-29,C0179,Sapporo,Software,Accounting App,3,9749,29247
ORD-00974,2025-10-22,C0055,Nagoya,Office Supplies,Notebook,7,27289,191023
ORD-00975,2025-10-12,C0206,Sapporo,Electronics,Monitor,9,15605,140445
ORD-00976,2025-07-31,C0247,Fukuoka,Office Supplies,Pen Set,9,5710,43681
ORD-00977,2025-02-03,C0223,Sapporo,Furniture,Desk,10,14627,146270
ORD-00978,2025-06-25,C0040,Sapporo,Books,Design Book,4,6171,24684
ORD-00979,2025-09-07,C0050,Fukuoka,Electronics,Webcam,6,18689,112134
ORD-00980,2025-04-01,C0056,Sapporo,Furniture,Office Chair,2,20103,50257
ORD-00981,2025-07-14,C0112,Osaka,Furniture,Office Chair,1,3466,2946
ORD-00982,2025-10-25,C0273,Nagoya,Electronics,Mouse,3,15343,46029
ORD-00983,2025-07-19,C0106,Nagoya,Books,Design Book,8,6911,46994
ORD-00984,2025-06-03,C0177,Tokyo,Books,Design Book,5,14745,73725
ORD-00985,2025-10-26,C0151,Tokyo,Electronics,Webcam,3,28434,85302
ORD-00986,2025-07-09,C0287,Nagoya,Books,Business Book,1,23547,20014
ORD-00987,2025-02-26,C0202,Nagoya,Furniture,Desk,4,14646,58584
ORD-00988,2025-12-31,C0280,Osaka,Software,Accounting App,7,14760,129150
ORD-00989,2025-12-06,C0285,Fukuoka,Office Supplies,Copy Paper,3,6667,25001
ORD-00990,2025-07-04,C0065,Osaka,Software,Security Tool,5,29097,123662
ORD-00991,2025-01-06,C0250,Fukuoka,Electronics,Keyboard,3,24136,72408
ORD-00992,2025-03-11,C0234,Sapporo,Electronics,Mouse,7,28685,250993
